name	score
Hysteria	6.7
Coriolanus	6.2
Detachment	7.7
Hop	5.5
Shark Night 3D	4.0
Dolphin Tale	6.9
This Must Be the Place	6.7
Zookeeper	5.2
The Beaver	6.7
Kill List	6.4
Mr. Popper's Penguins	6.0
Anonymous	6.9
The Flowers of War	7.6
Aislados	5.8
Rampart	5.8
Diary of a Wimpy Kid: Rodrick Rules	6.6
A Good Old Fashioned Orgy	6.2
Wuthering Heights	6.1
Winnie the Pooh	7.2
Chalet Girl	6.3
Zindagi Na Milegi Dobara	8.1
Hobo with a Shotgun	6.1
Happy Feet Two	5.9
Sanctum	5.9
Paranormal Activity 3	5.8
The Deep Blue Sea	6.3
Peace, Love, & Misunderstanding	5.9
Salmon Fishing in the Yemen	6.8
Friends with Kids	6.2
Our Idiot Brother	6.4
A Very Harold & Kumar 3D Christmas	6.3
Margaret	6.5
Albert Nobbs	6.7
God Bless America	7.2
Take This Waltz	6.6
Apollo 18	5.2
Puncture	6.9
Catch .44	4.6
Alvin and the Chipmunks: Chipwrecked	4.4
The Snowtown Murders	6.6
The Hunter	6.8
House of Tolerance	6.8
Take Me Home	6.9
Arthur	5.7
Courageous	7.0
The Big Year	6.2
Cedar Rapids	6.3
The Decoy Bride	6.2
A Little Bit of Heaven	6.3
Sound of My Voice	6.7
Prom	5.4
Alps: Los suplantadores	6.4
Texas Killing Fields	5.7
In the Land of Blood and Honey	4.4
The Ledge	6.6
Bullhead	7.4
360	6.2
Rockstar	7.6
Atlas Shrugged: Part I	5.7
Flypaper	6.4
Intruders	5.4
Jumping the Broom	5.7
From Up on Poppy Hill	7.5
Big Mommas: Like Father, Like Son	4.4
Elles	5.7
Don 2	7.1
Violet & Daisy	6.1
North Sea Texas	7.2
The Dark Knight Rises	8.4
Django Unchained	8.4
The Hunger Games	7.2
The Avengers	8.1
Prometheus	7.0
The Hobbit: An Unexpected Journey	7.9
Pitch Perfect	7.2
Jack Reacher	7.0
The Perks of Being a Wallflower	8.0
Cloud Atlas	7.5
The Twilight Saga: Breaking Dawn - Part 2	5.5
The Cabin in the Woods	7.0
Les Misérables	7.6
Moonrise Kingdom	7.8
Skyfall	7.8
21 Jump Street	7.2
Battleship	5.8
Looper	7.4
Zero Dark Thirty	7.4
Snow White and the Huntsman	6.1
Silver Linings Playbook	7.8
American Reunion	6.7
Dark Shadows	6.2
Anna Karenina	6.6
The Amazing Spider-Man	7.0
The Place Beyond the Pines	7.3
Argo	7.7
The Hunt	8.3
Magic Mike	6.1
The Bourne Legacy	6.7
The Impossible	7.6
Spring Breakers	5.3
Wreck-It Ralph	7.7
Brave	7.2
Dredd	7.1
Lawless	7.3
Sinister	6.8
John Carter	6.6
Lincoln	7.4
Rock of Ages	5.9
Men in Black 3	6.8
Flight	7.3
Ted	7.0
The Master	7.1
End of Watch	7.7
Life of Pi	7.9
Hotel Transylvania	7.1
This Means War	6.3
That's My Boy	5.6
The Vow	6.8
Project X	6.7
Total Recall	6.3
Savages	6.5
The Dictator	6.4
Seven Psychopaths	7.2
The First Time	6.9
This Is 40	6.2
The Lucky One	6.5
Rise of the Guardians	7.3
Furia de Titanes 2	5.8
Journey 2: The Mysterious Island	5.8
Terror en Silent Hill 2: la revelación	5.0
Protegiendo al enemigo	6.8
Ruby Sparks	7.2
Mud	7.4
Underworld Awakening	6.4
The Expendables 2	6.6
Resident Evil: Retribution	5.4
Stuck in Love	7.3
What to Expect When You're Expecting	5.7
Búsqueda implacable 2	6.3
Bachelorette	5.3
Chronicle	7.1
The Woman in Black	6.4
The Five-Year Engagement	6.2
V/H/S	5.8
The Man with the Iron Fists	5.4
Abraham Lincoln: Vampire Hunter	5.9
The Cold Light of Day	4.9
House at the End of the Street	5.6
On the Road	6.1
The Words	7.1
Red Dawn	5.4
The Iceman	6.9
The Lorax	6.4
The Raven	6.4
Rust and Bone	7.5
Man on a Ledge	6.6
Maniac	6.1
Seeking a Friend for the End of the World	6.7
LOL	4.3
Mirror Mirror	5.6
A Royal Affair	7.6
Lockout	6.1
ParaNorman	7.0
Trouble with the Curve	6.8
Frances Ha	7.4
One for the Money	5.3
Killing Them Softly	6.2
Ice Age: Continental Drift	6.6
Here Comes the Boom	6.4
Red Lights	6.2
Piranha 3DD	3.8
Safe	6.5
Act of Valor	6.5
The Lords of Salem	5.1
The ABCs of Death	4.7
The Three Stooges	5.1
Stolen	5.5
Pasión, un asesinato perfecto	5.3
Contraband	6.5
The Paperboy	5.8
Wanderlust	5.6
Amour	7.9
The Possession	5.9
Madagascar 3: Europe's Most Wanted	6.9
Frankenweenie	7.0
The Watch	5.7
To the Wonder	5.9
To Rome with Love	6.3
Think Like a Man	6.6
The Campaign	6.1
Byzantium	6.5
People Like Us	7.1
Safety Not Guaranteed	7.0
About Cherry	4.8
The Collection	6.1
Step Up Revolution	6.5
Disconnect	7.6
The Odd Life of Timothy Green	6.6
Compliance	6.4
Kon-Tiki	7.2
Arbitrage	6.6
Hitchcock	6.8
Gone	5.9
Upside Down	6.4
Premium Rush	6.5
Thanks for Sharing	6.4
Bullet to the Head	5.7
Liberal Arts	6.7
El círculo roto	7.8
Deadfall	6.3
Girl Most Likely	5.8
Celeste & Jesse Forever	6.6
Alex Cross	5.1
The Sessions	7.2
Chernobyl Diaries	5.0
Beasts of the Southern Wild	7.3
Diary of a Wimpy Kid: Dog Days	6.3
The Samaritan	5.6
The Company You Keep	6.4
Great Expectations	6.4
Cosmópolis	5.0
Hit and Run	6.1
Red Tails	5.9
Twice Born	7.4
Stand Up Guys	6.5
Playing for Keeps	5.7
John Dies at the End	6.4
Chasing Mavericks	7.2
Starlet	6.8
Robot & Frank	7.1
Big Miracle	6.5
Much Ado About Nothing	7.2
Promised Land	6.6
No One Lives	6.0
Fun Size	5.4
En la casa	7.4
Paranormal Activity 4	4.6
The Pirates! Band of Misfits	6.7
Hope Springs	6.3
The Devil Inside	4.2
The Bay	5.6
What Maisie Knew	7.5
Parental Guidance	6.1
For a Good Time, Call...	6.0
Bel Ami	5.4
Quartet	6.8
The Guilt Trip	5.8
Universal Soldier: Day of Reckoning	5.0
A Thousand Words	5.9
The Magic of Belle Isle	7.0
Casa de mi Padre	5.5
Joyful Noise	5.7
Vamps	5.1
Todo lo que necesitas es amor	6.6
The Sweeney	6.1
Smashed	6.8
The Apparition	4.1
Lay the Favorite	4.8
Renoir	6.6
Sightseers	6.5
The Angels' Share	7.0
Kahaani	8.2
If I Were You	7.0
Lore	7.1
Shadow Dancer	6.2
Into the White	7.2
Madea's Witness Protection	4.9
Ginger & Rosa	6.3
The Reluctant Fundamentalist	6.9
La bicicleta verde	7.6
[REC] 3: Genesis	5.0
At Any Price	5.7
Talaash	7.3
Dracula 3D	3.6
Being Flynn	6.4
ATM	4.7
No	7.4
Not Fade Away	6.0
Save the Date	5.8
English Vinglish	7.9
Tim and Eric's Billion Dollar Movie	5.3
Aftershock	4.8
Farewell, My Queen	6.3
Struck by Lightning	6.3
A Hijacking	7.2
Hyde Park on Hudson	5.9
Cocktail	6.2
A Late Quartet	7.1
The Wolf of Wall Street	8.2
The Conjuring	7.5
Prisoners	8.1
Frozen	7.5
Now You See Me	7.3
Mamá	6.2
Her	8.0
Man of Steel	7.1
We're the Millers	7.0
El gran Gatsby	7.3
Blue Is the Warmest Color	7.8
Ninfomanía: primera parte	7.0
Pacific Rim	7.0
Enemigos idénticos	6.9
The Hunger Games: Catching Fire	7.6
American Hustle	7.3
Gravity	7.8
12 Years a Slave	8.1
Star Trek Into Darkness	7.8
Iron Man 3	7.2
Olympus Has Fallen	6.5
Oblivion	7.0
Dallas Buyers Club	8.0
About Time	7.8
World War Z	7.0
Gangster Squad	6.7
Lone Survivor	7.5
Carrie	5.9
Thor: The Dark World	7.0
Rush	8.1
This Is the End	6.6
El expreso del miedo	7.0
La noche de la expiación	5.7
Fast & Furious 6	7.1
The Green Inferno	5.3
Grown Ups 2	5.4
Kick-Ass 2	6.6
The Hobbit: The Desolation of Smaug	7.9
Beautiful Creatures	6.2
The Counsellor	5.3
Evil Dead	6.5
The Secret Life of Walter Mitty	7.3
Elysium	6.6
The World's End	7.0
The Heat	6.6
The Family	6.3
Under the Skin	6.3
Despicable Me 2	7.4
Don Jon	6.6
The Mortal Instruments: City of Bones	5.9
Old Boy	5.8
Hansel y Gretel: Cazadores de brujas	6.1
Safe Haven	6.7
G.I. Joe: Retaliation	5.8
Movie 43	4.3
Ninfomanía: segunda parte	6.7
Escape Plan	6.7
Ender's Game	6.7
Out of the Furnace	6.8
Oculus	6.5
Pain & Gain	6.5
Stoker	6.8
The Croods	7.2
The Last Stand	6.4
Coherence	7.2
The Wolverine	6.7
Warm Bodies	6.9
Texas Chainsaw 3D	4.8
Captain Phillips	7.8
The Spectacular Now	7.1
The Hangover Part III	5.9
The Internship	6.3
Horns	6.5
The Lone Ranger	6.5
Oz the Great and Powerful	6.3
Adore	6.2
Monsters University	7.3
Sólo Dios perdona	5.7
White House Down	6.4
What If	6.8
The Best Offer	7.8
Insidious: Chapter 2	6.6
Side Effects	7.1
Percy Jackson: Sea of Monsters	5.9
Locke	7.1
RED 2	6.7
Begin Again	7.4
Riddick	6.4
The Host	5.9
Filth	7.1
42	7.5
A Good Day to Die Hard	5.3
After Earth	4.9
The Way Way Back	7.4
47 Ronin	6.3
Blue Jasmine	7.3
Lee Daniels' The Butler	7.2
Homefront	6.5
August: Osage County	7.2
Jack the Giant Slayer	6.3
R.I.P.D.	5.6
21 & Over	5.9
Dead Man Down	6.5
Inside Llewyn Davis	7.5
The Great Beauty	7.8
Machete Kills	5.6
Sólo los amantes sobreviven	7.3
Saving Mr. Banks	7.5
Identity Thief	5.7
Trance	7.0
2 Guns	6.7
Young & Beautiful	6.8
I Give It a Year	5.7
Jobs	5.9
Before Midnight	7.9
Snitch	6.5
Lovelace	6.2
The Bling Ring	5.6
The Big Wedding	5.6
Parker	6.2
The Book Thief	7.6
Anchorman 2: The Legend Continues	6.3
The Smurfs 2	5.4
The Call	6.7
Blue Ruin	7.1
Romeo & Juliet	5.8
I Spit on Your Grave 2	5.7
The Incredible Burt Wonderstone	5.9
Short Term 12	8.0
The Zero Theorem	6.1
The Kings of Summer	7.2
Last Vegas	6.6
Drinking Buddies	6.1
Palo Alto	6.3
Belle	7.4
Kill Your Darlings	6.5
The Double	6.5
Contracted	5.3
Scary Movie 5	3.5
Ain't Them Bodies Saints	6.4
Philomena	7.6
Runner Runner	5.6
All Is Lost	6.9
Nebraska	7.7
Upstream Color	6.7
Enough Said	7.1
Amores infieles	6.4
Epic	6.7
Delivery Man	6.4
The To Do List	5.8
Europa Report	6.5
Dark Skies	6.3
Labor Day	6.9
V/H/S/2	6.1
Redemption	6.2
Cloudy with a Chance of Meatballs 2	6.4
The Canyons	3.9
Se levanta el viento	7.8
The Fifth Estate	6.2
Broken City	6.2
The Immigrant	6.6
Fruitvale Station	7.5
Un pasado imborrable	7.1
Paranoia	5.7
Grudge Match	6.4
Diana	5.5
Turbo	6.5
Austenland	6.3
Adult World	6.2
A Haunted House	5.1
The Sacrament	6.1
How I Live Now	6.5
Planes	5.8
We Are What We Are	5.9
Bad Grandpa	6.5
Afternoon Delight	5.8
Joe	6.9
Killing Season	5.4
Fading Gigolo	6.2
Gimme Shelter	6.5
Starred Up	7.4
Tracks	7.2
In Secret	6.1
Anna	6.5
I'm So Excited!	5.6
Man of Tai Chi	6.1
The East	6.8
Breathe In	6.4
Charlie Countryman	6.4
Blood Ties	6.5
La piel de Venus	7.2
Knights of Badassdom	5.7
Ida	7.4
The 100 Year-Old Man Who Climbed Out the Window and Disappeared	7.1
Welcome to the Punch	6.1
CBGB	6.6
Dom Hemingway	6.2
Queen	8.3
The Invisible Woman	6.1
Zonas húmedas	5.8
Parkland	6.3
Walking with the Enemy	6.0
Instructions Not Included	7.6
The Lunchbox	7.8
In a World...	6.7
Concussion	5.7
Mandela: Long Walk to Freedom	7.1
The Tale of the Princess Kaguya	8.1
Temptation: Confessions of a Marriage Counselor	5.0
The Last Days on Mars	5.5
Journey to the West	6.8
Jimi: All Is by My Side	5.7
The Grandmaster	6.5
The Best Man Holiday	6.7
Pawn	5.7
The Art of the Steal	6.3
The Congress	6.5
Stalingrad	5.6
Life of Crime	5.8
El pasado	7.8
Kingsman: The Secret Service	7.7
Interstellar	8.6
Guardians of the Galaxy	8.1
Ex Machina	7.7
Gone Girl	8.1
John Wick	7.3
The Grand Budapest Hotel	8.1
Whiplash	8.5
The Maze Runner	6.8
Annabelle	5.4
It Follows	6.9
Divergent	6.7
The Imitation Game	8.0
Dawn of the Planet of the Apes	7.6
Edge of Tomorrow	7.9
The Equalizer	7.2
Transformers: Age of Extinction	5.7
22 Jump Street	7.1
Fury	7.6
The Fault in Our Stars	7.8
Birdman or (The Unexpected Virtue of Ignorance)	7.8
Nightcrawler	7.9
X-Men: Days of Future Past	8.0
The Babadook	6.8
American Sniper	7.3
Captain America: The Winter Soldier	7.8
The Lego Movie	7.8
El payaso del mal	5.7
Lucy	6.4
The Amazing Spider-Man 2	6.7
Big Hero 6	7.8
Maleficent	7.0
Noah	5.8
The Theory of Everything	7.7
The Hobbit: The Battle of the Five Armies	7.4
Hercules	6.0
Pompeya	5.5
The Hunger Games: Mockingjay - Part 1	6.7
The Interview	6.6
The Expendables 3	6.1
Relatos salvajes	8.1
El dador de recuerdos	6.5
Entrevista con unos vampiros	7.6
300: Rise of an Empire	6.2
99 Homes	7.1
Testament of Youth	7.3
Predestination	7.5
The Other Woman	6.0
Godzilla	6.4
Into the Woods	6.0
Chef	7.3
Exodus: Gods and Kings	6.0
Tal vez es para siempre	7.2
A Million Ways to Die in the West	6.1
Sin City: A Dame to Kill For	6.5
Dracula Untold	6.3
Unbroken	7.2
Seventh Son	5.5
Unfriended	5.6
Búsqueda implacable 3	6.0
Blended	6.5
The Best of Me	6.7
Boyhood	7.9
Annie	5.3
Sex Tape	5.1
Inherent Vice	6.7
Honeymoon	5.7
Jack Ryan: Shadow Recruit	6.2
Wild	7.1
Tusk	5.4
Need for Speed	6.5
The Book of Life	7.3
Neighbors	6.3
RoboCop	6.2
Night at the Museum: Secret of the Tomb	6.2
The Drop	7.1
If I Stay	6.8
How to Train Your Dragon 2	7.8
Before We Go	6.9
The Guest	6.7
Teenage Mutant Ninja Turtles	5.8
The Legend of Hercules	4.2
Vampire Academy	5.6
Transcendence	6.3
I Origins	7.3
Foxcatcher	7.0
St. Vincent	7.3
El penthouse	6.3
The Gambler	6.0
That Awkward Moment	6.2
Big Eyes	7.0
12 horas para sobrevivir	6.5
Non-Stop	7.0
Into the Storm	5.8
The Judge	7.4
Dumb and Dumber To	5.7
Walk of Shame	6.0
As Above, So Below	6.2
Let's Be Cops	6.5
Horrible Bosses 2	6.3
A Most Violent Year	7.0
This Is Where I Leave You	6.6
Deliver Us from Evil	6.2
Winter's Tale	6.2
Before I Go to Sleep	6.3
Endless Love	6.3
Magic in the Moonlight	6.6
Serena	5.4
3 Days to Kill	6.2
The Hundred-Foot Journey	7.3
A Walk Among the Tombstones	6.5
Mommy	8.1
A Brilliant Young Mind	7.2
Still Alice	7.5
The Monuments Men	6.1
Goodnight Mommy	6.7
A Little Chaos	6.5
The Signal	6.1
Paddington	7.2
Cake	6.4
The Raid 2	8.0
Ouija	4.5
I, Frankenstein	5.1
Selma	7.5
Enredos en Broadway	6.1
Frank	7.0
Fuerza mayor	7.3
The Homesman	6.6
Pawn Sacrifice	7.0
The Two Faces of January	6.2
Left Behind	3.1
Zombeavers	4.8
Two Night Stand	6.4
A Most Wanted Man	6.8
PK	8.2
5 to 7	7.1
La salvación	6.7
Heaven Knows What	6.5
Héctor y el secreto de la felicidad	7.0
Love & Mercy	7.4
Penguins of Madagascar	6.7
Black Sea	6.4
Sabotage	5.7
Mapa a las estrellas	6.2
Kill the Messenger	7.0
Draft Day	6.8
Leviathan	7.6
The One I Love	7.1
Men, Women & Children	6.7
While We're Young	6.3
Cooties	5.7
God's Not Dead	4.8
Step Up All In	6.0
Mr. Peabody & Sherman	6.8
Song of the Sea	8.1
Fortaleza prohibida	5.7
Veronica Mars	6.8
Calvary	7.4
Alexander and the Terrible, Horrible, No Good, Very Bad Day	6.2
Promesa de Vida	7.1
The November Man	6.3
Good Kill	6.4
Lost River	5.8
Locos por las nueces	5.8
Escobar	6.6
'71	7.2
Una Señal En La Tormenta	6.4
Addicted	5.2
Rio 2	6.3
Jersey Boys	6.8
Wish I Was Here	6.7
Dear White People	6.2
Tammy	4.9
Las nubes de María	6.7
Saving Christmas	1.5
The Last Five Years	5.9
Ride Along	6.2
Two Days, One Night	7.4
Laggies	6.4
The Boxtrolls	6.8
Life After Beth	5.6
Beyond the Lights	6.9
The Little Death	7.1
Kill Me Three Times	5.9
Top Five	6.4
Just Before I Go	6.4
Cold in July	6.8
Una buena mentira	7.4
Spring	6.7
Million Dollar Arm	7.0
Camp X-Ray	7.0
Big Game	5.4
And So It Goes	5.8
The Bag Man	5.3
In Order of Disappearance	7.2
The Rover	6.4
Moms' Night Out	5.4
The Keeping Room	6.0
Think Like a Man Too	5.8
About Last Night	6.1
The Duke of Burgundy	6.6
Kid Cannabis	6.4
The Woman in Black 2: Angel of Death	4.9
Rudderless	7.5
Muppets Most Wanted	6.4
Earth to Echo	5.8
Trash	7.2
No Good Deed	5.6
When the Game Stands Tall	6.7
The Tribe	7.1
13 Sins	6.3
Heaven Is for Real	5.8
El recuerdo de Marnie	7.8
Better Living Through Chemistry	6.3
A Haunted House 2	4.7
Barefoot	6.6
The Disappearance of Eleanor Rigby: Them	6.3
The Quiet Ones	5.1
God's Pocket	6.1
A Long Way Down	6.4
Star Wars: The Force Awakens	8.1
Mad Max: Fury Road	8.1
The Hateful Eight	7.8
San Andreas	6.1
Sicario	7.6
Fifty Shades of Grey	4.1
Terminator Genisys	6.5
Revenant: El Renacido	8.0
The Martian	8.0
Maze Runner: The Scorch Trials	6.3
Spectre	6.8
Jurassic World	7.0
The Witch	6.8
La habitación	8.2
Cinderella	7.0
The Big Short	7.8
Legend	7.0
Spy	7.0
Avengers: Age of Ultron	7.4
Tomorrowland	6.5
The Man from U.N.C.L.E.	7.3
The Danish Girl	7.1
Inside Out	8.2
Jupiter Ascending	5.3
Knock Knock	4.9
Spotlight	8.1
Carol	7.2
Misión: imposible 5 - Nación secreta	7.4
Furious 7	7.2
La langosta	7.1
Pitch Perfect 2	6.4
Burnt	6.6
Everest	7.1
Ant-Man	7.3
Straight Outta Compton	7.9
The Hunger Games: Mockingjay - Part 2	6.6
The Visit	6.2
The Age of Adaline	7.2
Black Mass	6.9
Crimson Peak	6.5
Revancha	7.4
The Invitation	6.7
The Dressmaker	7.1
Creed	7.6
Insurgent	6.3
Hitman: Agent 47	5.7
The DUFF	6.5
Esta chica es un desastre	6.3
The Gift	7.1
Punto de quiebre	5.3
Hotel Transylvania 2	6.7
Daddy's Home	6.1
The Stanford Prison Experiment	6.9
Bridge of Spies	7.6
Steve Jobs	7.2
Vacation	6.1
The Last Witch Hunter	6.0
Fantastic Four	4.3
Focus	6.6
The Intern	7.1
Chappie	6.9
Brooklyn	7.5
Minions	6.4
Aloha	5.4
Demolition	7.0
Magic Mike XXL	5.6
Green Room	7.0
The Longest Ride	7.1
In the Heart of the Sea	6.9
Joy	6.6
Pixels	5.6
Paper Towns	6.3
Concussion	7.1
Get Hard	6.0
Ted 2	6.3
The Diary of a Teenage Girl	6.9
Goosebumps	6.3
Hardcore: Misión extrema	6.7
Youth	7.3
Scouts Guide to the Zombie Apocalypse	6.3
Crimenes ocultos	6.5
Pan	5.8
Macbeth	6.7
Knight of Cups	5.7
La noche del demonio: Capitulo 3	6.1
Bajo la arena	7.8
No Escape	6.8
Self/less	6.5
Mr. Right	6.3
Sleeping with Other People	6.5
Un hombre gruñón	7.7
Secret in Their Eyes	6.2
The Night Before	6.4
The Good Dinosaur	6.7
Regression	5.7
Home	6.7
The Walk	7.3
Victor Frankenstein	6.0
The Blackcoat's Daughter	5.8
Krampus	6.2
Me and Earl and the Dying Girl	7.8
High-Rise	5.7
Jane Got a Gun	5.9
El transportador recargado	5.1
Entourage	6.6
Dope	7.3
Run All Night	6.6
True Story	6.3
A Bigger Splash	6.4
Far from the Madding Crowd	7.1
Frente al mar	5.2
Eye in the Sky	7.3
Equals	6.0
The Wedding Ringer	6.7
The Man Who Knew Infinity	7.2
We Are Your Friends	6.2
Beasts of No Nation	7.8
Sisters	6.0
Tale of Tales	6.4
American Ultra	6.1
Woman in Gold	7.3
Into the Forest	5.9
Anomalisa	7.2
Project Almanac	6.4
Irrational Man	6.6
The Gunman	5.8
The Boy Next Door	4.7
La última ola	6.7
Mortdecai	5.5
Trumbo	7.5
Sinister 2	5.3
El principito	7.8
The Bronze	6.0
Poltergeist	4.9
A Walk in the Woods	6.3
Los 33	6.9
The SpongeBob Movie: Sponge Out of Water	6.0
The Sea of Trees	5.9
Tangerine	7.0
Blackhat	5.4
Born to Be Blue	6.9
Alvin and the Chipmunks: The Road Chip	5.1
Blackway	5.2
The Overnight	6.1
Hello, My Name Is Doris	6.7
Hot Pursuit	5.1
Our Brand Is Crisis	6.1
Maggie	5.6
War Room	6.4
Conspiración y poder	6.8
Drishyam	8.4
Mistress America	6.7
Z for Zachariah	6.0
Girl Asleep	6.2
Ricki and the Flash	6.0
Jem and the Holograms	4.1
Suffragette	6.9
Max	6.8
Remember	7.4
Baahubali: The Beginning	8.2
The Lazarus Effect	5.2
Maggie's Plan	6.2
The Lure	6.3
Turbo Kid	6.7
McFarland, USA	7.4
Manifesto	7.2
Dragon Blade	6.1
Krisha	7.1
Mr. Holmes	6.9
The Girl in the Book	6.2
Desierto	6.0
Love the Coopers	5.7
Jenny's Wedding	5.5
The Peanuts Movie	7.1
Ip Man 3	7.1
Synchronicity	5.5
Danny Collins	7.0
The Perfect Guy	5.6
Mustang: belleza salvaje	7.7
Strange Magic	5.8
The Family Fang	6.1
El hijo de Saúl	7.5
I Saw the Light	5.7
Miss You Already	6.8
3 Generations	5.6
Strangerland	5.2
The Hallow	5.7
The Daughter	6.7
Paul Blart: Mall Cop 2	4.4
The Lady in the Van	6.7
El nuevo nuevo testamento	7.1
Hot Tub Time Machine 2	5.1
Paranormal Activity: The Ghost Dimension	4.6
Chi-Raq	5.7
Mississippi Grind	6.3
The Second Best Exotic Marigold Hotel	6.6
Una sonrisa a la vida	7.3
Unfinished Business	5.4
Freeheld	6.5
Captive	5.4
The End of the Tour	7.3
The D Train	5.0
Experimenter	6.6
Slow West	6.9
Closet Monster	7.0
Attack on Titan: Part 1	5.1
Más fuerte que las bombas	6.6
Cop Car	6.3
Embrace of the Serpent	7.9
45 Years	7.1
Una historia de amor y oscuridad	6.0
Shaun the Sheep Movie	7.4
The Meddler	6.3
Rock the Kasbah	5.5
The Assassin	6.4
El gran pequeño	7.4
I'll See You in My Dreams	6.7
The Vatican Tapes	5.1
90 Minutes in Heaven	4.7
Summertime	6.6
The Bad Batch	5.4
Assassin's Creed	5.9
La La Land	8.2
Suicide Squad	6.2
Sing	7.1
Fantastic Beasts and Where to Find Them	7.4
Moana	7.6
The Magnificent Seven	6.9
The Accountant	7.4
The Lost City of Z	6.6
Nocturnal Animals	7.5
Hidden Figures	7.8
Arrival	8.0
Trolls	6.5
Rogue One	7.9
Hasta el último hombre	8.2
Deadpool	8.0
Split	7.3
Passengers	7.0
Batman v Superman: Dawn of Justice	6.6
Star Trek Beyond	7.1
Your name	8.5
Doctor Strange	7.5
Lion	8.1
Captain America: Civil War	7.9
The Conjuring 2	7.4
Me Before You	7.4
The Girl on the Train	6.5
X-Men: Apocalypse	7.0
Manchester by the Sea	7.9
Zootopia	8.0
Allied	7.1
Resident Evil: The Final Chapter	5.6
Moonlight	7.5
Don't Breathe	7.2
Hell or High Water	7.6
Allegiant	5.7
Miss Peregrine's Home for Peculiar Children	6.7
Silence	7.2
Jason Bourne	6.7
The Edge of Seventeen	7.4
The Founder	7.2
The Legend of Tarzan	6.3
Underworld: Blood Wars	5.8
Gold	6.7
Voraz	7.0
The Nice Guys	7.4
A Monster Calls	7.5
The Handmaiden	8.1
Sully	7.5
Bad Moms	6.2
Leap!	6.8
A Cure for Wellness	6.4
The Great Wall	6.0
War Dogs	7.1
Why Him?	6.3
Jackie	6.8
Live by Night	6.4
La vida secreta de tus mascotas	6.6
Gods of Egypt	5.4
Keeping Up with the Joneses	5.8
Jack Reacher: Sin regreso	6.1
Ella es un monstruo	6.2
Sausage Party	6.2
13 Hours	7.3
Collateral Beauty	6.8
Captain Fantastic	7.9
Inferno	6.2
Paris Can Wait	5.8
Sola contra el poder	7.4
Ghostbusters	5.3
10 Cloverfield Lane	7.2
Nerve	6.6
Warcraft: The Beginning	6.9
Mike and Dave Need Wedding Dates	6.0
Los ilusionistas 2	6.5
The Jungle Book	7.5
El demonio neón	6.2
Horizonte profundo	7.2
The Shallows	6.3
Fences	7.2
Eddie the Eagle	7.4
The Belko Experiment	6.1
Día del atentado	7.4
Lights Out	6.4
Snowden	7.3
Certain Women	6.5
Finding Dory	7.4
The Huntsman: Winter's War	6.1
Free Fire	6.5
The Exception	6.8
The Light Between Oceans	7.2
Independence Day: Resurgence	5.3
Central Intelligence	6.3
Morgan	5.8
Pride and Prejudice and Zombies	5.8
Ben-Hur	5.7
Criminal	6.3
Carrie Pilby	6.6
The Infiltrator	7.0
Estación Zombie: tren a Busan	7.5
Dirty Grandpa	6.0
Storks	6.8
Their Finest	6.8
Personal Shopper	6.2
Masterminds	5.8
Lady Macbeth	7.0
Swiss Army Man	7.0
The 5th Wave	5.2
The Choice	6.6
Teenage Mutant Ninja Turtles: Out of the Shadows	6.0
London Has Fallen	5.9
Ouija: Origin of Evil	6.1
Dangal	8.7
Neighbors 2: Sorority Rising	5.7
Kubo and the Two Strings	7.8
El bebé de Bridget Jones	6.6
Triple 9	6.3
Hail, Caesar!	6.3
The Boy	6.0
Bleed for This	6.8
Café Society	6.7
Alice Through the Looking Glass	6.2
Florence Foster Jenkins	6.9
Midnight Special	6.7
Paterson	7.4
The Purge: Election Year	6.0
Sing street; este es tu momento	8.0
The Brothers Grimsby	6.2
Hunt for the Wilderpeople	7.9
Ice Age: Collision Course	5.7
Toni Erdmann	7.5
Zoolander 2	4.7
American Honey	7.0
Everybody Wants Some!!	7.0
El especialista: La resurrección	5.6
Monster Trucks	5.7
Chuck	6.5
Office Christmas Party	5.8
20th Century Women	7.4
The BFG	6.4
The Finest Hours	6.8
Popstar: Never Stop Never Stopping	6.7
How to Be Single	6.1
Maudie	7.7
Presencia siniestra	4.7
The Wailing	7.5
Sleight	5.9
Norman	6.3
The Void	5.8
The Angry Birds Movie	6.3
31	5.0
The Comedian	5.7
Billy Lynn's Long Halftime Walk	6.3
Pete's Dragon	6.7
Money Monster	6.5
Free State of Jones	6.9
Wakefield	6.4
Anthropoid	7.2
Mother's Day	5.6
Rules Don't Apply	5.7
Kung Fu Panda 3	7.1
Dead Awake	4.6
Loving	7.0
Lowriders	5.7
El fin del sueño americano	6.1
Shin Godzilla	6.7
Boo! A Madea Halloween	4.7
In a Valley of Violence	6.0
The Forest	4.8
Whiskey Tango Foxtrot	6.6
Max Steel	4.6
Buster's Mal Heart	5.9
I, Daniel Blake	7.9
La tortuga roja	7.6
A Street Cat Named Bob	7.4
Genius	6.5
A United Kingdom	6.8
The Birth of a Nation	6.3
La bruja de Blair	5.0
A Hologram for the King	6.1
Manos de piedra	6.6
Mi papá es un gato	5.3
El cliente	7.9
Pet	5.7
Collide	5.7
Keanu	6.3
Miracles from Heaven	7.0
White Girl	5.8
The Boss	5.4
Bad Santa 2	5.5
Neruda	7.0
Till We Meet Again	6.9
Mr. Church	7.7
Meet the Blacks	6.0
King Cobra	5.6
